uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,69
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,31
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,45
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,2
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,4
MT,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"70 - 79",M,1
MT,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,1
MT,PNEUMONIA,DOMICILIO,"70 - 79",F,4
MT,PNEUMONIA,DOMICILIO,"70 - 79",M,3
MT,PNEUMONIA,HOSPITAL,"70 - 79",F,88
MT,PNEUMONIA,HOSPITAL,"70 - 79",M,142
MT,PNEUMONIA,IGNORADO,"70 - 79",F,38
MT,PNEUMONIA,IGNORADO,"70 - 79",M,57
MT,PNEUMONIA,OUTRO,"70 - 79",F,2
MT,PNEUMONIA,OUTRO,"70 - 79",M,8
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
MT,PNEUMONIA,POSTO_SAUDE,"70 - 79",F,1
MT,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
MT,SEPTICEMIA,AMBULANCIA,"70 - 79",F,1
MT,SEPTICEMIA,DOMICILIO,"70 - 79",M,2
MT,SEPTICEMIA,HOSPITAL,"70 - 79",F,86
MT,SEPTICEMIA,HOSPITAL,"70 - 79",I,1
MT,SEPTICEMIA,HOSPITAL,"70 - 79",M,114
MT,SEPTICEMIA,IGNORADO,"70 - 79",F,42
MT,SEPTICEMIA,IGNORADO,"70 - 79",M,53
MT,SEPTICEMIA,OUTRO,"70 - 79",F,1
MT,SEPTICEMIA,OUTRO,"70 - 79",M,1
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
MT,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,1
MT,SRAG,HOSPITAL,"70 - 79",F,4
MT,SRAG,HOSPITAL,"70 - 79",M,8
MT,SRAG,IGNORADO,"70 - 79",F,1
MT,SRAG,IGNORADO,"70 - 79",M,4
MT,SRAG,VIA_PUBLICA,"70 - 79",M,1
PA,OUTRAS,DOMICILIO,"70 - 79",F,441
PA,OUTRAS,DOMICILIO,"70 - 79",I,1
PA,OUTRAS,DOMICILIO,"70 - 79",M,849
PA,OUTRAS,HOSPITAL,"70 - 79",F,606
PA,OUTRAS,HOSPITAL,"70 - 79",I,1
PA,OUTRAS,HOSPITAL,"70 - 79",M,904
PA,OUTRAS,IGNORADO,"70 - 79",F,9
PA,OUTRAS,IGNORADO,"70 - 79",M,20
PA,OUTRAS,OUTRO,"70 - 79",F,39
PA,OUTRAS,OUTRO,"70 - 79",M,123
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,65
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,115
PA,OUTRAS,VIA_PUBLICA,"70 - 79",F,12
PA,OUTRAS,VIA_PUBLICA,"70 - 79",M,35
PA,COVID,DOMICILIO,"70 - 79",F,20
PA,COVID,DOMICILIO,"70 - 79",M,22
PA,COVID,HOSPITAL,"70 - 79",F,531
PA,COVID,HOSPITAL,"70 - 79",I,1
PA,COVID,HOSPITAL,"70 - 79",M,996
PA,COVID,IGNORADO,"70 - 79",F,1
PA,COVID,IGNORADO,"70 - 79",M,1
PA,COVID,OUTRO,"70 - 79",F,7
PA,COVID,OUTRO,"70 - 79",M,17
PA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,29
PA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,58
PA,COVID,VIA_PUBLICA,"70 - 79",F,3
PA,COVID,VIA_PUBLICA,"70 - 79",M,5
PA,INDETERMINADA,DOMICILIO,"70 - 79",F,4
PA,INDETERMINADA,DOMICILIO,"70 - 79",M,17
PA,INDETERMINADA,HOSPITAL,"70 - 79",F,2
PA,INDETERMINADA,HOSPITAL,"70 - 79",M,3
PA,INDETERMINADA,OUTRO,"70 - 79",F,1
PA,INDETERMINADA,OUTRO,"70 - 79",M,2
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,42
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,70
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,211
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,303
PA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,5
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,5
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,23
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,40
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,1
PA,PNEUMONIA,DOMICILIO,"70 - 79",F,26
PA,PNEUMONIA,DOMICILIO,"70 - 79",M,31
PA,PNEUMONIA,HOSPITAL,"70 - 79",F,370
PA,PNEUMONIA,HOSPITAL,"70 - 79",M,515
PA,PNEUMONIA,OUTRO,"70 - 79",M,8
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,34
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,44
PA,PNEUMONIA,VIA_PUBLICA,"70 - 79",F,1
PA,SEPTICEMIA,DOMICILIO,"70 - 79",F,14
PA,SEPTICEMIA,DOMICILIO,"70 - 79",M,26
PA,SEPTICEMIA,HOSPITAL,"70 - 79",F,241
PA,SEPTICEMIA,HOSPITAL,"70 - 79",M,296
PA,SEPTICEMIA,IGNORADO,"70 - 79",F,1
PA,SEPTICEMIA,OUTRO,"70 - 79",F,2
PA,SEPTICEMIA,OUTRO,"70 - 79",M,4
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,15
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,20
PA,SEPTICEMIA,POSTO_SAUDE,"70 - 79",M,1
PA,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,1
PA,SEPTICEMIA,VIA_PUBLICA,"70 - 79",M,2
PA,SRAG,DOMICILIO,"70 - 79",F,12
PA,SRAG,DOMICILIO,"70 - 79",M,34
PA,SRAG,HOSPITAL,"70 - 79",F,70
PA,SRAG,HOSPITAL,"70 - 79",M,119
PA,SRAG,OUTRO,"70 - 79",F,2
PA,SRAG,OUTRO,"70 - 79",M,3
PA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,6
PA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,7
PB,OUTRAS,DOMICILIO,"70 - 79",F,522
PB,OUTRAS,DOMICILIO,"70 - 79",M,748
PB,OUTRAS,HOSPITAL,"70 - 79",F,666
PB,OUTRAS,HOSPITAL,"70 - 79",M,739
PB,OUTRAS,IGNORADO,"70 - 79",F,2
PB,OUTRAS,OUTRO,"70 - 79",F,19
PB,OUTRAS,OUTRO,"70 - 79",M,50
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,66
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,61
PB,OUTRAS,POSTO_SAUDE,"70 - 79",M,3
PB,OUTRAS,VIA_PUBLICA,"70 - 79",F,17
PB,OUTRAS,VIA_PUBLICA,"70 - 79",M,32
PB,COVID,DOMICILIO,"70 - 79",F,5
PB,COVID,DOMICILIO,"70 - 79",M,8
PB,COVID,HOSPITAL,"70 - 79",F,308
PB,COVID,HOSPITAL,"70 - 79",M,429
PB,COVID,IGNORADO,"70 - 79",F,1
PB,COVID,OUTRO,"70 - 79",F,3
PB,COVID,OUTRO,"70 - 79",M,4
PB,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,18
PB,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,15
PB,COVID,VIA_PUBLICA,"70 - 79",F,1
PB,COVID,VIA_PUBLICA,"70 - 79",M,1
PB,INDETERMINADA,DOMICILIO,"70 - 79",F,4
PB,INDETERMINADA,DOMICILIO,"70 - 79",M,15
PB,INDETERMINADA,HOSPITAL,"70 - 79",F,1
PB,INDETERMINADA,HOSPITAL,"70 - 79",M,4
PB,INDETERMINADA,OUTRO,"70 - 79",F,1
PB,INDETERMINADA,OUTRO,"70 - 79",M,2
PB,INDETERMINADA,VIA_PUBLICA,"70 - 79",F,1
PB,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,2
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,44
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,68
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,191
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,184
PB,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,5
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,9
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,14
PB,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"70 - 79",F,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
PB,PNEUMONIA,DOMICILIO,"70 - 79",F,29
PB,PNEUMONIA,DOMICILIO,"70 - 79",M,31
PB,PNEUMONIA,HOSPITAL,"70 - 79",F,259
PB,PNEUMONIA,HOSPITAL,"70 - 79",M,276
PB,PNEUMONIA,IGNORADO,"70 - 79",M,1
PB,PNEUMONIA,OUTRO,"70 - 79",F,1
PB,PNEUMONIA,OUTRO,"70 - 79",M,3
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,9
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,13
PB,PNEUMONIA,VIA_PUBLICA,"70 - 79",F,2
PB,SEPTICEMIA,DOMICILIO,"70 - 79",F,23
PB,SEPTICEMIA,DOMICILIO,"70 - 79",M,21
PB,SEPTICEMIA,HOSPITAL,"70 - 79",F,303
PB,SEPTICEMIA,HOSPITAL,"70 - 79",M,304
PB,SEPTICEMIA,IGNORADO,"70 - 79",F,1
PB,SEPTICEMIA,IGNORADO,"70 - 79",M,1
PB,SEPTICEMIA,OUTRO,"70 - 79",F,1
PB,SEPTICEMIA,OUTRO,"70 - 79",M,4
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,19
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,24
PB,SEPTICEMIA,POSTO_SAUDE,"70 - 79",M,1
PB,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,1
PB,SRAG,DOMICILIO,"70 - 79",F,2
PB,SRAG,DOMICILIO,"70 - 79",M,2
PB,SRAG,HOSPITAL,"70 - 79",F,33
PB,SRAG,HOSPITAL,"70 - 79",M,24
PB,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
PB,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
PE,OUTRAS,DOMICILIO,"70 - 79",F,1024
PE,OUTRAS,DOMICILIO,"70 - 79",M,1494
PE,OUTRAS,HOSPITAL,"70 - 79",F,1743
PE,OUTRAS,HOSPITAL,"70 - 79",I,1
PE,OUTRAS,HOSPITAL,"70 - 79",M,1996
PE,OUTRAS,IGNORADO,"70 - 79",F,31
PE,OUTRAS,IGNORADO,"70 - 79",M,26
PE,OUTRAS,OUTRO,"70 - 79",F,42
PE,OUTRAS,OUTRO,"70 - 79",M,89
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,125
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,121
PE,OUTRAS,POSTO_SAUDE,"70 - 79",M,1
PE,OUTRAS,VIA_PUBLICA,"70 - 79",F,24
PE,OUTRAS,VIA_PUBLICA,"70 - 79",M,78
PE,COVID,DOMICILIO,"70 - 79",F,10
PE,COVID,DOMICILIO,"70 - 79",M,17
PE,COVID,HOSPITAL,"70 - 79",F,843
PE,COVID,HOSPITAL,"70 - 79",M,1080
PE,COVID,IGNORADO,"70 - 79",F,1
PE,COVID,IGNORADO,"70 - 79",M,1
PE,COVID,OUTRO,"70 - 79",M,3
PE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,17
PE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,25
PE,COVID,POSTO_SAUDE,"70 - 79",M,1
PE,COVID,SAMU,"70 - 79",F,1
PE,COVID,VIA_PUBLICA,"70 - 79",M,1
PE,INDETERMINADA,DOMICILIO,"70 - 79",F,21
PE,INDETERMINADA,DOMICILIO,"70 - 79",M,40
PE,INDETERMINADA,HOSPITAL,"70 - 79",F,26
PE,INDETERMINADA,HOSPITAL,"70 - 79",M,22
PE,INDETERMINADA,IGNORADO,"70 - 79",F,1
PE,INDETERMINADA,IGNORADO,"70 - 79",M,1
PE,INDETERMINADA,OUTRO,"70 - 79",F,2
PE,INDETERMINADA,OUTRO,"70 - 79",M,7
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
PE,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,3
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,71
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,116
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,342
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,344
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,4
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,17
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,14
PE,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"70 - 79",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,2
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
PE,PNEUMONIA,DOMICILIO,"70 - 79",F,37
PE,PNEUMONIA,DOMICILIO,"70 - 79",M,70
PE,PNEUMONIA,HOSPITAL,"70 - 79",F,470
PE,PNEUMONIA,HOSPITAL,"70 - 79",M,548
PE,PNEUMONIA,IGNORADO,"70 - 79",M,2
PE,PNEUMONIA,OUTRO,"70 - 79",F,3
PE,PNEUMONIA,OUTRO,"70 - 79",M,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,15
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,20
PE,PNEUMONIA,POSTO_SAUDE,"70 - 79",F,1
PE,SEPTICEMIA,DOMICILIO,"70 - 79",F,45
PE,SEPTICEMIA,DOMICILIO,"70 - 79",I,1
PE,SEPTICEMIA,DOMICILIO,"70 - 79",M,62
PE,SEPTICEMIA,HOSPITAL,"70 - 79",F,1121
PE,SEPTICEMIA,HOSPITAL,"70 - 79",M,1225
PE,SEPTICEMIA,IGNORADO,"70 - 79",F,4
PE,SEPTICEMIA,IGNORADO,"70 - 79",M,6
PE,SEPTICEMIA,OUTRO,"70 - 79",F,1
PE,SEPTICEMIA,OUTRO,"70 - 79",M,3
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,15
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,18
PE,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,2
PE,SEPTICEMIA,VIA_PUBLICA,"70 - 79",M,2
PE,SRAG,DOMICILIO,"70 - 79",F,36
PE,SRAG,DOMICILIO,"70 - 79",M,69
PE,SRAG,HOSPITAL,"70 - 79",F,428
PE,SRAG,HOSPITAL,"70 - 79",M,541
PE,SRAG,IGNORADO,"70 - 79",F,3
PE,SRAG,OUTRO,"70 - 79",F,2
PE,SRAG,OUTRO,"70 - 79",M,3
PE,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,28
PE,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,37
PE,SRAG,VIA_PUBLICA,"70 - 79",M,2
PI,OUTRAS,DOMICILIO,"70 - 79",F,343
PI,OUTRAS,DOMICILIO,"70 - 79",M,497
PI,OUTRAS,HOSPITAL,"70 - 79",F,311
PI,OUTRAS,HOSPITAL,"70 - 79",M,390
PI,OUTRAS,IGNORADO,"70 - 79",F,1
PI,OUTRAS,IGNORADO,"70 - 79",M,1
PI,OUTRAS,OUTRO,"70 - 79",F,10
PI,OUTRAS,OUTRO,"70 - 79",M,27
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,17
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,15
PI,OUTRAS,VIA_PUBLICA,"70 - 79",F,1
PI,OUTRAS,VIA_PUBLICA,"70 - 79",M,25
PI,COVID,DOMICILIO,"70 - 79",F,6
PI,COVID,DOMICILIO,"70 - 79",M,3
PI,COVID,HOSPITAL,"70 - 79",F,217
PI,COVID,HOSPITAL,"70 - 79",M,333
PI,COVID,OUTRO,"70 - 79",F,1
PI,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
PI,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PI,COVID,VIA_PUBLICA,"70 - 79",M,4
PI,INDETERMINADA,DOMICILIO,"70 - 79",F,5
PI,INDETERMINADA,DOMICILIO,"70 - 79",M,10
PI,INDETERMINADA,HOSPITAL,"70 - 79",M,4
PI,INDETERMINADA,OUTRO,"70 - 79",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,56
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,84
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,89
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,136
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,5
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PI,PNEUMONIA,DOMICILIO,"70 - 79",F,29
PI,PNEUMONIA,DOMICILIO,"70 - 79",M,36
PI,PNEUMONIA,HOSPITAL,"70 - 79",F,146
PI,PNEUMONIA,HOSPITAL,"70 - 79",M,210
PI,PNEUMONIA,OUTRO,"70 - 79",M,1
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PI,SEPTICEMIA,DOMICILIO,"70 - 79",F,10
PI,SEPTICEMIA,DOMICILIO,"70 - 79",M,18
PI,SEPTICEMIA,HOSPITAL,"70 - 79",F,125
PI,SEPTICEMIA,HOSPITAL,"70 - 79",M,126
PI,SEPTICEMIA,OUTRO,"70 - 79",F,1
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PI,SRAG,DOMICILIO,"70 - 79",F,1
PI,SRAG,DOMICILIO,"70 - 79",M,1
PI,SRAG,HOSPITAL,"70 - 79",F,12
PI,SRAG,HOSPITAL,"70 - 79",M,11
PR,OUTRAS,AMBULANCIA,"70 - 79",M,1
PR,OUTRAS,DOMICILIO,"70 - 79",F,1031
PR,OUTRAS,DOMICILIO,"70 - 79",M,1784
PR,OUTRAS,HOSPITAL,"70 - 79",F,2183
PR,OUTRAS,HOSPITAL,"70 - 79",M,2800
PR,OUTRAS,IGNORADO,"70 - 79",F,4
PR,OUTRAS,IGNORADO,"70 - 79",M,8
PR,OUTRAS,OUTRO,"70 - 79",F,89
PR,OUTRAS,OUTRO,"70 - 79",M,186
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,162
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,189
PR,OUTRAS,POSTO_SAUDE,"70 - 79",F,4
PR,OUTRAS,POSTO_SAUDE,"70 - 79",M,7
PR,OUTRAS,VIA_PUBLICA,"70 - 79",F,18
PR,OUTRAS,VIA_PUBLICA,"70 - 79",M,85
PR,COVID,DOMICILIO,"70 - 79",F,18
PR,COVID,DOMICILIO,"70 - 79",M,48
PR,COVID,HOSPITAL,"70 - 79",F,1086
PR,COVID,HOSPITAL,"70 - 79",M,1547
PR,COVID,IGNORADO,"70 - 79",M,2
PR,COVID,OUTRO,"70 - 79",F,23
PR,COVID,OUTRO,"70 - 79",M,20
PR,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,22
PR,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,31
PR,COVID,VIA_PUBLICA,"70 - 79",M,3
PR,INDETERMINADA,DOMICILIO,"70 - 79",F,30
PR,INDETERMINADA,DOMICILIO,"70 - 79",M,49
PR,INDETERMINADA,HOSPITAL,"70 - 79",F,4
PR,INDETERMINADA,HOSPITAL,"70 - 79",M,4
PR,INDETERMINADA,OUTRO,"70 - 79",F,1
PR,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,2
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,62
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,107
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,361
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",I,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,427
PR,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,1
PR,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,5
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,8
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,19
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,27
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,1
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
PR,PNEUMONIA,DOMICILIO,"70 - 79",F,28
PR,PNEUMONIA,DOMICILIO,"70 - 79",M,56
PR,PNEUMONIA,HOSPITAL,"70 - 79",F,779
PR,PNEUMONIA,HOSPITAL,"70 - 79",M,1119
PR,PNEUMONIA,IGNORADO,"70 - 79",M,1
PR,PNEUMONIA,OUTRO,"70 - 79",F,4
PR,PNEUMONIA,OUTRO,"70 - 79",M,11
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,21
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,26
PR,PNEUMONIA,VIA_PUBLICA,"70 - 79",F,1
PR,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,3
PR,SEPTICEMIA,DOMICILIO,"70 - 79",F,15
PR,SEPTICEMIA,DOMICILIO,"70 - 79",M,28
PR,SEPTICEMIA,HOSPITAL,"70 - 79",F,910
PR,SEPTICEMIA,HOSPITAL,"70 - 79",I,1
PR,SEPTICEMIA,HOSPITAL,"70 - 79",M,1062
PR,SEPTICEMIA,IGNORADO,"70 - 79",M,1
PR,SEPTICEMIA,OUTRO,"70 - 79",F,11
PR,SEPTICEMIA,OUTRO,"70 - 79",M,14
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,14
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",I,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,16
PR,SEPTICEMIA,POSTO_SAUDE,"70 - 79",M,2
PR,SRAG,DOMICILIO,"70 - 79",M,1
PR,SRAG,HOSPITAL,"70 - 79",F,33
PR,SRAG,HOSPITAL,"70 - 79",M,48
PR,SRAG,OUTRO,"70 - 79",M,1
PR,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
PR,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
RJ,OUTRAS,DOMICILIO,"70 - 79",F,1687
RJ,OUTRAS,DOMICILIO,"70 - 79",M,2511
RJ,OUTRAS,HOSPITAL,"70 - 79",F,4657
RJ,OUTRAS,HOSPITAL,"70 - 79",I,1
RJ,OUTRAS,HOSPITAL,"70 - 79",M,5450
RJ,OUTRAS,IGNORADO,"70 - 79",F,17
RJ,OUTRAS,IGNORADO,"70 - 79",M,30
RJ,OUTRAS,OUTRO,"70 - 79",F,76
RJ,OUTRAS,OUTRO,"70 - 79",M,164
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1286
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1467
RJ,OUTRAS,VIA_PUBLICA,"70 - 79",F,17
RJ,OUTRAS,VIA_PUBLICA,"70 - 79",M,86
RJ,COVID,DOMICILIO,"70 - 79",F,22
RJ,COVID,DOMICILIO,"70 - 79",M,30
RJ,COVID,HOSPITAL,"70 - 79",F,2925
RJ,COVID,HOSPITAL,"70 - 79",M,4102
RJ,COVID,IGNORADO,"70 - 79",F,6
RJ,COVID,IGNORADO,"70 - 79",M,5
RJ,COVID,OUTRO,"70 - 79",F,7
RJ,COVID,OUTRO,"70 - 79",M,11
RJ,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,275
RJ,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,377
RJ,COVID,VIA_PUBLICA,"70 - 79",F,2
RJ,INDETERMINADA,DOMICILIO,"70 - 79",F,66
RJ,INDETERMINADA,DOMICILIO,"70 - 79",M,112
RJ,INDETERMINADA,HOSPITAL,"70 - 79",F,82
RJ,INDETERMINADA,HOSPITAL,"70 - 79",M,86
RJ,INDETERMINADA,IGNORADO,"70 - 79",F,1
RJ,INDETERMINADA,IGNORADO,"70 - 79",M,2
RJ,INDETERMINADA,OUTRO,"70 - 79",F,6
RJ,INDETERMINADA,OUTRO,"70 - 79",M,7
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,39
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,53
RJ,INDETERMINADA,VIA_PUBLICA,"70 - 79",F,1
